Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,15.632768673190654,15.69660225047188,15.565196892461458,15.627781867980957,78169752,0.0,0.0
2010-01-05 00:00:00-05:00,15.638504647580866,15.654961675319194,15.497873506395496,15.55896282196045,120067812,0.0,0.0
2010-01-06 00:00:00-05:00,15.605589714679883,15.605589714679883,15.119364819246314,15.166740417480469,158988852,0.0,0.0
2010-01-07 00:00:00-05:00,15.195166454339713,15.21012782058327,14.777512004988749,14.813666343688965,256315428,0.0,0.0
2010-01-08 00:00:00-05:00,14.761303622674744,15.04181806856172,14.689242006526467,15.011149406433105,188783028,0.0,0.0
2010-01-11 00:00:00-05:00,15.071989520179692,15.071989520179692,14.81217013010223,14.988458633422852,288227484,0.0,0.0
2010-01-12 00:00:00-05:00,14.902184891827291,14.914901815493865,14.661565834463687,14.723403930664062,193937868,0.0,0.0
2010-01-13 00:00:00-05:00,14.3745686165732,14.671041237068055,14.309988154630155,14.638875961303711,259604136,0.0,0.0
2010-01-14 00:00:00-05:00,14.55933374581042,14.816160875423106,14.532155276298612,14.707695007324219,169434396,0.0,0.0
2010-01-15 00:00:00-05:00,14.794715523887124,14.80020214989009,14.413215423277016,14.462088584899902,217162620,0.0,0.0
2010-01-19 00:00:00-05:00,14.492010582375434,14.721907247025765,14.36958109189904,14.652090072631836,172495332,0.0,0.0
2010-01-20 00:00:00-05:00,14.611196584338167,14.611196584338167,14.344646717296385,14.472311019897461,129897972,0.0,0.0
2010-01-21 00:00:00-05:00,14.547864341712362,14.63214306259119,14.268845550513367,14.536394119262695,252055692,0.0,0.0
2010-01-22 00:00:00-05:00,14.075602184319235,14.227702599272519,13.336539191700767,13.714299201965332,271743984,0.0,0.0
2010-01-25 00:00:00-05:00,13.629021065719462,13.711057240740958,13.352745600453568,13.464702606201172,176619204,0.0,0.0
2010-01-26 00:00:00-05:00,13.414086123927039,13.704075310839697,13.372196199634143,13.525044441223145,174045780,0.0,0.0
2010-01-27 00:00:00-05:00,13.496369046723636,13.655452691633762,13.347758832872666,13.517065048217773,158417424,0.0,0.0
2010-01-28 00:00:00-05:00,13.57666038746343,13.639246315674598,13.2303178198667,13.32232666015625,129034836,0.0,0.0
2010-01-29 00:00:00-05:00,13.427052139739576,13.489388156221228,13.10589351638828,13.213860511779785,165454380,0.0,0.0
2010-02-01 00:00:00-05:00,13.330055472644235,13.36022716491192,13.222837258820471,13.290658950805664,89941968,0.0,0.0
2010-02-02 00:00:00-05:00,13.339032213008855,13.339032213008855,13.155762369175484,13.24328327178955,163684152,0.0,0.0
2010-02-03 00:00:00-05:00,13.182194305417323,13.517065698127464,13.171222953500862,13.485149383544922,119844036,0.0,0.0
2010-02-04 00:00:00-05:00,13.389899591179276,13.414833618576225,13.10464728605838,13.1350679397583,134972892,0.0,0.0
2010-02-05 00:00:00-05:00,13.175460737224972,13.302628072878587,13.02735033974718,13.247522354125977,126113760,0.0,0.0
2010-02-08 00:00:00-05:00,13.277692734125788,13.514572630250218,13.253506539113392,13.301878929138184,107664228,0.0,0.0
2010-02-09 00:00:00-05:00,13.453232937518113,13.502852980834236,13.34177479774508,13.375935554504395,112671216,0.0,0.0
2010-02-10 00:00:00-05:00,13.31684114292822,13.409597815088565,13.157757487481861,13.326316833496094,106873020,0.0,0.0
2010-02-11 00:00:00-05:00,13.298138549400024,13.476920451431171,13.202888482549278,13.374937057495117,96303600,0.0,0.0
2010-02-12 00:00:00-05:00,13.289412701883911,13.393638638593686,13.227823568567194,13.29315185546875,91096812,0.0,0.0
2010-02-16 00:00:00-05:00,13.38665760045232,13.567683000171169,13.32257506316162,13.49711799621582,146029824,0.0,0.0
2010-02-17 00:00:00-05:00,13.514572884627997,13.549481471548779,13.405109278794274,13.420069694519043,81106812,0.0,0.0
2010-02-18 00:00:00-05:00,13.40336356862681,13.589625683672663,13.36845498206619,13.544992446899414,93382524,0.0,0.0
2010-02-19 00:00:00-05:00,13.47791843268531,13.56518847274468,13.45722243119912,13.48365306854248,102021876,0.0,0.0
2010-02-22 00:00:00-05:00,13.647971869302209,13.65171292347512,13.48963795168229,13.534520149230957,85698216,0.0,0.0
2010-02-23 00:00:00-05:00,13.539507285117805,13.555215532017113,13.272457585532717,13.341774940490723,114789096,0.0,0.0
2010-02-24 00:00:00-05:00,13.314596272404602,13.425804501303944,13.228073109857032,13.252010345458984,92970936,0.0,0.0
2010-02-25 00:00:00-05:00,13.14354381971565,13.177704574616202,12.9660095688023,13.12633991241455,132235632,0.0,0.0
2010-02-26 00:00:00-05:00,13.151025040095961,13.258992030687816,13.05278174926935,13.135564804077148,81890028,0.0,0.0
2010-03-01 00:00:00-05:00,13.195408617968146,13.297392014555033,13.159004370060947,13.282430648803711,89426484,0.0,0.0
2010-03-02 00:00:00-05:00,13.351997267688624,13.605832100365602,13.340279036278552,13.491132736206055,174097728,0.0,0.0
2010-03-03 00:00:00-05:00,13.52354865495808,13.66717206569108,13.446002313651672,13.597355842590332,123452424,0.0,0.0
2010-03-04 00:00:00-05:00,13.626778383629345,13.866898575812746,13.61929817550314,13.828499794006348,127224648,0.0,0.0
2010-03-05 00:00:00-05:00,13.997057978876164,14.154645018676536,13.96090268991044,14.06836986541748,156331512,0.0,0.0
2010-03-08 00:00:00-05:00,14.082582473188099,14.092557033446479,13.988579108161845,14.025232315063477,95360544,0.0,0.0
2010-03-09 00:00:00-05:00,13.959655026994014,14.079592066449814,13.87612413710896,13.968133926391602,126936936,0.0,0.0
2010-03-10 00:00:00-05:00,14.05714966225744,14.424687101264304,14.018500970320964,14.373571395874023,225969804,0.0,0.0
2010-03-11 00:00:00-05:00,14.318964083190068,14.61693331670338,14.317467471386921,14.490514755249023,169162668,0.0,0.0
2010-03-12 00:00:00-05:00,14.66505612458884,14.668547268417473,14.441143053570103,14.450618743896484,110025864,0.0,0.0
2010-03-15 00:00:00-04:00,14.129958406358517,14.199027747951877,13.863656550709788,14.04268741607666,185969844,0.0,0.0
2010-03-16 00:00:00-04:00,14.009025965501095,14.173345380728728,13.982346367168015,14.093055725097656,137122740,0.0,0.0
2010-03-17 00:00:00-04:00,14.170352266466463,14.248897295768874,14.069366614703029,14.102031707763672,132731136,0.0,0.0
2010-03-18 00:00:00-04:00,14.081086382690396,14.173844000125651,14.03720192680189,14.122977256774902,71016912,0.0,0.0
2010-03-19 00:00:00-04:00,13.963396072387695,14.162873036963704,13.895573429317015,13.963396072387695,191576232,0.0,0.0
2010-03-22 00:00:00-04:00,13.866400473407527,14.13419800227988,13.820769494023304,13.9010591506958,160031808,0.0,0.0
2010-03-23 00:00:00-04:00,13.889589268199929,13.921255670839713,13.514572590047946,13.689114570617676,219831948,0.0,0.0
2010-03-24 00:00:00-04:00,13.602091149009308,13.959653997596654,13.457221994001399,13.896819114685059,262345392,0.0,0.0
2010-03-25 00:00:00-04:00,13.938958984821532,14.26261101240903,13.929983115329126,14.035207748413086,157078764,0.0,0.0
2010-03-26 00:00:00-04:00,14.094801393469304,14.147662670152286,13.963894903092207,14.03046989440918,107740152,0.0,0.0
2010-03-29 00:00:00-04:00,14.038199298565306,14.081086012193744,13.977607906579017,14.024484634399414,124055820,0.0,0.0
2010-03-30 00:00:00-04:00,14.033961056776585,14.153647235338621,13.970377388384698,14.130707740783691,79036884,0.0,0.0
2010-03-31 00:00:00-04:00,14.089315600856196,14.206259415456357,14.03346205139709,14.14093017578125,121110768,0.0,0.0
2010-04-01 00:00:00-04:00,14.246403988895965,14.29876734560832,14.101782832611827,14.182820320129395,84023892,0.0,0.0
2010-04-05 00:00:00-04:00,14.235183170167547,14.334422303661565,14.187806620498897,14.237926483154297,75983940,0.0,0.0
2010-04-06 00:00:00-04:00,14.199277376164781,14.234934744954678,14.098042756610639,14.16835880279541,82321596,0.0,0.0
2010-04-07 00:00:00-04:00,14.14541972032691,14.18157406029383,14.009775379601042,14.051665306091309,103136760,0.0,0.0
2010-04-08 00:00:00-04:00,14.0461790400405,14.209002794293445,13.96464268282738,14.150156021118164,77822100,0.0,0.0
2010-04-09 00:00:00-04:00,14.150155668373952,14.182071981702745,14.063133637450685,14.118489265441895,82181736,0.0,0.0
2010-04-12 00:00:00-04:00,14.146665500409826,14.312479623596944,14.118489290914388,14.280814170837402,94001904,0.0,0.0
2010-04-13 00:00:00-04:00,14.275827089982329,14.683508885884322,14.240919452017465,14.63089656829834,156335508,0.0,0.0
2010-04-14 00:00:00-04:00,14.712930236871843,14.76978152675299,14.562076528384631,14.686500549316406,135971892,0.0,0.0
2010-04-15 00:00:00-04:00,14.765542662731221,14.906922582640357,14.668796930394569,14.843587875366211,270201528,0.0,0.0
2010-04-16 00:00:00-04:00,14.038199481579417,14.18306864128275,13.704823766572312,13.717789649963379,488930580,0.0,0.0
2010-04-19 00:00:00-04:00,13.682880358479345,13.8135388363063,13.589376810337134,13.71654224395752,155604240,0.0,0.0
2010-04-20 00:00:00-04:00,13.81802697925023,13.954918015438503,13.740479686282052,13.839719772338867,118976904,0.0,0.0
2010-04-21 00:00:00-04:00,13.875126148501904,13.96962933876861,13.767907935169438,13.821268081665039,95564340,0.0,0.0
2010-04-22 00:00:00-04:00,13.76391866689315,13.776385679833005,13.548233641655807,13.640741348266602,131096772,0.0,0.0
2010-04-23 00:00:00-04:00,13.645479959162254,13.697094535905821,13.521304892439021,13.589126586914062,83492424,0.0,0.0
2010-04-26 00:00:00-04:00,13.58862836609929,13.589126286450105,13.195658032433228,13.25624942779541,174577248,0.0,0.0
2010-04-27 00:00:00-04:00,13.189175060135167,13.42306173321177,13.146287395531148,13.19191837310791,153634212,0.0,0.0
2010-04-28 00:00:00-04:00,13.267719449155365,13.335791051504286,12.991692935807182,13.195159912109375,136107756,0.0,0.0
2010-04-29 00:00:00-04:00,13.299386161744978,13.37743137087142,13.132323442105529,13.26522445678711,122233644,0.0,0.0
