Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,6.4228762217812925,6.4550763032980685,6.391278025967366,6.440330505371094,493729600,0.0,0.0
2010-01-05 00:00:00-05:00,6.458086349642286,6.4878788893442865,6.417459465133687,6.451465606689453,601904800,0.0,0.0
2010-01-06 00:00:00-05:00,6.45146602403412,6.477045767122851,6.342226169002906,6.348846912384033,552160000,0.0,0.0
2010-01-07 00:00:00-05:00,6.37231804159629,6.379841611717165,6.291065091462022,6.337108135223389,477131200,0.0,0.0
2010-01-08 00:00:00-05:00,6.328683790652659,6.37984327724476,6.291368480282735,6.379240989685059,447610800,0.0,0.0
2010-01-11 00:00:00-05:00,6.403917799170273,6.409936656739424,6.2730108613843925,6.322966575622559,462229600,0.0,0.0
2010-01-12 00:00:00-05:00,6.295278805728234,6.3127338927434735,6.211920047406048,6.251041412353516,594459600,0.0,0.0
2010-01-13 00:00:00-05:00,6.255555984254763,6.347641677883672,6.142102947856913,6.339215278625488,605892000,0.0,0.0
2010-01-14 00:00:00-05:00,6.322967705206413,6.333500306041158,6.290165327387363,6.30250358581543,432894000,0.0,0.0
2010-01-15 00:00:00-05:00,6.34764236456958,6.367805536404338,6.195368891923551,6.197174549102783,594067600,0.0,0.0
2010-01-19 00:00:00-05:00,6.269399457778435,6.475841447952822,6.2365978898712315,6.471327304840088,730007600,0.0,0.0
2010-01-20 00:00:00-05:00,6.467414465836276,6.486674406258934,6.304608403474319,6.37171745300293,612152800,0.0,0.0
2010-01-21 00:00:00-05:00,6.382249860636964,6.419264624350618,6.235693511008879,6.261573791503906,608154400,0.0,0.0
2010-01-22 00:00:00-05:00,6.222755167225841,6.244422252842924,5.933254922521883,5.951009750366211,881767600,0.0,0.0
2010-01-25 00:00:00-05:00,6.094255425129812,6.160159913204982,6.024438277446554,6.11110782623291,1065699600,0.0,0.0
2010-01-26 00:00:00-05:00,6.19777828365122,6.431304791853083,6.09636291925566,6.197477340698242,1867110000,0.0,0.0
2010-01-27 00:00:00-05:00,6.224860753218079,6.337109633409248,6.004575389513708,6.255857467651367,1722568400,0.0,0.0
2010-01-28 00:00:00-05:00,6.167083113226093,6.184236057418584,5.979599677366835,5.997354507446289,1173502400,0.0,0.0
